titlelb;publicscore;id
Vamps;2,8;73935
Vanilla Sky;3,4;1903
Vanity Fair;2,7;11632
Vantage Point;2,8;7461
Varsity Blues;2,9;14709
Veer-Zaara;3,8;4251
VeggieTales: The Pirates Who Don't Do Anything;2,8;15511
Vel;2,8;260778
Velvet Goldmine;3,8;1808
Vera Drake;3,9;11109
Veronica Guerin;3,1;10629
Veronika Decides to Die;2,7;25968
Vertical Limit;2,6;11678
Very Bad Things;2,9;10029
Vessel;3,7;211557
Vicky Cristina Barcelona;3,4;5038
Victor Frankenstein;2,5;228066
Videodrome;3,9;837
Virgin Territory;1,9;14324
Virtuosity;2,6;9271
Viskningar och rop;4,1;10238
Viy;3,6;208763
Volcano;2,5;10357
Volver;4;219
W.;2,8;10523
Wag the Dog;3,4;586
Wah-Wah;3,1;15013
Waiting for Guffman;3,9;16448
Waiting...;2,9;7553
Waitress;3,6;10758
Waking Ned;3,6;10162
Walk Hard: The Dewey Cox Story;3,6;6575
Walk the Line;3,8;69
Walking and Talking;3,6;49963
Walking Tall;2,7;11358
Walking With Dinosaurs;2,1;77951
Walking with the Dead;-;312793
Wall Street;3,5;10673
Wall Street: Money Never Sleeps;2,7;33909
WALL·E;4,1;10681
Wal-Mart: The High Cost of Low Price;3;29595
Walter;2,7;323967
Wanderlust;2,7;50647
Wanted;2,9;8909
War;2,5;10431
War Horse;3,2;57212
War of the Worlds;3,2;74
War, Inc.;2,4;13191
Warcraft;2,6;68735
WarGames;3,4;860
Warlock;3;11342
Warlock: The Armageddon;2,7;24126
Warm Bodies;2,9;82654
Warrior;3,9;59440
Warriors of Virtue;2,3;49478
Wasabi;3,2;2110
Watchmen;3,6;13183
Water;3,7;7509
Water & Power;-;263503
Water for Elephants;3,1;55787
Waterloo;3,7;33157
Waterworld;2,8;9804
Wayne's World;3,6;8872
We Are Marshall;3,2;11170
We Are Your Friends;2,7;301351
We Bought a Zoo;3,1;74465
We Have Your Husband;-;78814
We Need to Talk About Kevin;3,8;71859
We Own the Night;3,4;2001
We Were Soldiers;3,3;10590
Weekend;3,9;79120
Welcome Home Roscoe Jenkins;2,5;13490
Welcome to Collinwood;2,9;9260
Welcome to Mooseport;2,1;16784
Welcome to the Dollhouse;3,7;11446
Welcome to the Rileys;3,3;31007
Wendy and Lucy;3,8;8942
We're No Angels;2,8;5971
We're the Millers;3,2;138832
West Side Story;3,8;1725
Western Religion;-;376010
Whale Rider;3,6;1088
What a Girl Wants;2,9;10735
What Dreams May Come;3,3;12159
What Happens in Vegas;2,6;9029
What Just Happened;2,5;8944
What Lies Beneath;3,1;2655
What Planet Are You From?;2,4;10416
What the #$*! Do We (K)now!?;2;8357
What to Expect When You're Expecting;2,7;76494
What Women Want;2,7;3981
Whatever It Takes;2,4;16222
Whatever Works;3,2;19265
What's Eating Gilbert Grape;3,8;1587
What's Love Got to Do with It;3,6;15765
What's the Worst That Could Happen?;2,2;14034
What's Your Number?;3;63492
When a Stranger Calls;2,4;10053
When Harry Met Sally...;4;639
When the Game Stands Tall;2,8;232679
When the Lights Went Out;2,5;50497
Where the Heart Is;3,2;10564
Where the Truth Lies;2,9;9729
Where the Wild Things Are;3,4;16523
While We're Young;3,2;252512
Whip It;3,6;22798
Whiplash;4,4;244786
Whipped;2;23531
White Chicks;3,2;12153
White Fang;3,1;12227
White House Down;2,7;117251
White Noise;2,3;11804
White Noise 2: The Light;2,4;7006
White Oleander;3,7;10994
White Squall;3;10534
Whiteout;2,3;22787
Who Killed the Electric Car?;3,3;13508
Who's Your Caddy?;1,7;15581
Why Did I Get Married Too?;2,5;35688
Why Did I Get Married?;2,8;17202
Wicked Blood;2,6;256740
Wicker Park;3,1;11208
Wild;3,6;228970
Wild Card;2,5;265208
Wild Hogs;2,2;11199
Wild Target;3,1;44147
Wild Things;3,1;617
Wild Wild West;2,1;8487
Willard;3,1;10929
Willy Wonka & the Chocolate Factory;3,8;252
Wimbledon;2,9;11823
Win a Date with Tad Hamilton!;2,4;13476
Wind Walkers;2,6;347755
Windsor Drive;-;343409
Windtalkers;2,7;12100
Wing Commander;1,8;10350
Winnie Mandela;2,9;75033
Winnie the Pooh;3,6;51162
Winter Passing;3;14256
Winter's Bone;3,5;39013
Winter's Tale;2,3;137321
Wish I Was Here;3,1;231576
Witchboard;2,8;17994
Without a Paddle;2,6;10762
Without Limits;3,5;22256
Without Men;2,2;68202
Witless Protection;1,5;15365
Witness;3,6;9281
Wolf;2,9;10395
Wolves;2,2;290555
Woman in Gold;3,3;304357
Woman on Top;2,5;14629
Woman Thou Art Loosed;3,1;44634
Womb;3,1;59457
Wonder Boys;3,6;11004
Wonderland;3;4997
Won't Back Down;2,8;82631
Woo;2,4;58680
Woodstock;4,1;9459
Wordplay;3,5;35199
World Trade Center;2,6;1852
World War Z;3,1;72190
World's Greatest Dad;3,4;20178
Wrath of the Titans;2,2;57165
Wreck-It Ralph;3,6;82690
Wristcutters: A Love Story;3,6;13198
Wrong Turn;2,8;9902
Wu Ji;3,9;2008
Wuthering Heights;3,2;36597
Wyatt Earp;3;12160
X2;3,4;36658
X-Men;3,3;36657
X-Men Origins: Wolverine;2,3;2080
X-Men: Apocalypse;2,6;246655
X-Men: Days of Future Past;3,6;127585
X-Men: First Class;3,6;49538
X-Men: The Last Stand;2,6;36668
xXx;2,5;7451
xXx: State of the Union;2;11679
Y tu mama tambien;4,1;1391
Year One;1,9;17610
Yeh Jawaani Hai Deewani;3,6;185008
Yentl;3,5;10269
Yes;3,2;25312
Yes Man;3;10201
Yesterday Was a Lie;2,8;36549
Yoga Hosers;1,8;290825
Yogi Bear;1,9;41515
You Again;2,9;38303
You Can Count on Me;3,9;14295
You Can't Take It With You;3,7;34106
You Don't Mess with the Zohan;2,3;10661
You Got Served;2,4;14114
You Kill Me;3;8141
You Only Live Twice;3,2;667
You Will Meet a Tall Dark Stranger;2,8;38031
You, Me and Dupree;2,3;1819
Young Adult;3,2;57157
Young Frankenstein;4;3034
Young Guns;3,2;11967
Young Sherlock Holmes;3,2;11904
Your Highness;2,2;38319
Your Sister's Sister;3,4;84355
Yours, Mine and Ours;2,6;27983
Youth in Revolt;3;22327
You've Got Mail;3,4;9489
Z Storm;2,5;277519
Zack and Miri Make a Porno;2,8;10358
Zambezia;2,3;133931
Zathura: A Space Adventure;3;6795
Zero Dark Thirty;3,6;97630
Zero Effect;3,4;16148
Zipper;2,5;309503
ZMD: Zombies of Mass Destruction;2,5;34592
Zodiac;4;1949
Zombie Hunter;1,8;206213
Zombieland;3,6;19908
Zookeeper;2;38317
Zoolander;3,2;9398
Zoolander 2;1,9;329833
Zoom;1,9;14113
Zulu;3,1;185567
Zwartboek;3,7;9075
Возвращение;-;11190
디워;1,5;10253
해운대;2,4;33196
卧虎藏龙;3,9;146
归来;3,5;259943
疯狂的赛车;3,6;33106
