filme;nota;;;;;;
Shine;3,6;;;4380;Shall We Dance?;;0
Shine a Light;3,5;;;9889;Shallow Hal;;0
Shinjuku Incident;3,2;;;76025;Shame;;0
Sholem Aleichem: Laughing In The Darkness;3,4;;;126186;Shanghai Calling;;0
Shooter;3,1;;;6038;Shanghai Knights;;0
Shooting Fish;3;;;8584;Shanghai Noon;;0
Shopgirl;2,9;;;58048;Shanghai Surprise;;0
Short Cut to Nirvana: Kumbh Mela;-;;;299553;Shark Lake;;0
Shortbus;3,4;;;65055;Shark Night;;0
Shorts;2;;;10555;Shark Tale;;0
Shotgun Stories;3,7;;;205321;Sharknado;;0
Should've Been Romeo;-;;;371085;Sharkskin;;0
Show Boat;3,4;;;13537;Shattered Glass;;0
Show Me;3,1;;;747;Shaun of the Dead;;0
Showdown in Little Tokyo;3;;;43595;She Done Him Wrong;;0
Showgirls;3,1;;;13909;She Wore a Yellow Ribbon;;0
Shrek;4;;;24264;Sheena;;0
Shrek 2;3,9;;;10528;Sherlock Holmes;;0
Shrek Forever After;2,8;;;58574;Sherlock Holmes: A Game of Shadows;;0
Shrek the Third;2,7;;;13075;Sherrybaby;;0
Shutter;3,4;;;10314;She's All That;;0
Shutter Island;4,1;;;27995;She's Gotta Have It;;0
Sicario;3,9;;;34016;She's Out of My League;;0
Sicko;3,5;;;9655;She's the Man;;0
Side Effects;3,4;;;11363;She's the One;;0
Sideways;3,7;;;7863;Shine;;0
Signed, Sealed;3,2;;;7944;Shine a Light;;0
Signs;3,4;;;84401;Sholem Aleichem: Laughing In The Darkness;;0
Silent Hill;3;;;7485;Shooter;;0
Silent Hill: Revelation 3D;1,9;;;25719;Shooting Fish;;0
Silent House;2,6;;;2610;Shopgirl;;0
Silent Movie;3,3;;;194588;Short Cut to Nirvana: Kumbh Mela;;0
Silent Running;3,3;;;1378;Shortbus;;0
Silent Trigger;2,8;;;25132;Shorts;;0
Silmido;3,3;;;12247;Shotgun Stories;;0
Silver Linings Playbook;3,6;;;113406;Should've Been Romeo;;0
Silverado;3,4;;;17820;Show Boat;;0
Simon Birch;2,9;;;157909;Show Me;;0
Simply Irresistible;2,3;;;13154;Showdown in Little Tokyo;;0
Sin City;3,6;;;10802;Showgirls;;0
Sin City: A Dame to Kill For;2,8;;;808;Shrek;;0
Sinbad: Legend of the Seven Seas;3,3;;;809;Shrek 2;;0
Singin' in the Rain;4,3;;;10192;Shrek Forever After;;0
Sinister;3,3;;;810;Shrek the Third;;0
Sinister 2;2,4;;;10885;Shutter;;0
Sisters in Law;3,5;;;11324;Shutter Island;;0
Six Days Seven Nights;2,6;;;273481;Sicario;;0
Six-String Samurai;3,2;;;2359;Sicko;;0
Skin Trade;2,7;;;109421;Side Effects;;0
Sky Captain and the World of Tomorrow;2,7;;;9675;Sideways;;0
Sky High;3,1;;;231617;Signed, Sealed, Delivered;;0
Skyfall;3,8;;;2675;Signs;;0
Skyline;1,7;;;588;Silent Hill;;0
Slacker;3,7;;;61012;Silent Hill: Revelation 3D;;0
Slacker Uprising;2,6;;;92182;Silent House;;0
Slackers;2,4;;;10970;Silent Movie;;0
Slam;2,5;;;811;Silent Running;;0
Sleep Dealer;2,9;;;24206;Silent Trigger;;0
Sleeper;3,5;;;82693;Silver Linings Playbook;;0
Sleepers;3,6;;;11509;Silverado;;0
Sleepover;2,8;;;22796;Simon Birch;;0
Sliding Doors;3;;;16172;Simply Irresistible;;0
Sling Blade;3,8;;;187;Sin City;;0
Slither;3,3;;;189;Sin City: A Dame to Kill For;;0
Slow Burn;2,6;;;14411;Sinbad: Legend of the Seven Seas;;0
Slow West;3,5;;;872;Singin' in the Rain;;0
Slumdog Millionaire;3,8;;;82507;Sinister;;0
Slums of Beverly Hills;3,6;;;283445;Sinister 2;;0
Small Apartments;2,9;;;87943;Sisters in Law;;0
Small Soldiers;3,1;;;6068;Six Days Seven Nights;;0
Small Time Crooks;3,1;;;24746;Six-String Samurai;;0
Smiling Fish & Goat On Fire;3,2;;;327833;Skin Trade;;0
Smilla's Sense of Snow;3;;;5137;Sky Captain and the World of Tomorrow;;0
Smoke Signals;3,5;;;11459;Sky High;;0
Smokin' Aces;3;;;37724;Skyfall;;0
Snabba Cash;3,2;;;42684;Skyline;;0
Snake Eyes;3,2;;;14022;Slacker;;0
Snakes on a Plane;2,4;;;13516;Slacker Uprising;;0
Snatch;3,9;;;20009;Slackers;;0
Snitch;2,7;;;37532;Slam;;0
Snow Angels;3,4;;;20764;Sleep Dealer;;0
Snow Day;2,4;;;11561;Sleeper;;0
Snow Dogs;2,1;;;819;Sleepers;;0
Snow Falling on Cedars;3,1;;;9893;Sleepover;;0
Snow Flower and the Secret Fan;3;;;10215;Sliding Doors;;0
Snow White and the Huntsman;2,5;;;12498;Sling Blade;;0
Snow White and the Seven Dwarfs;3,5;;;9035;Slither;;0
Snow White: A Deadly Summer;2,1;;;18777;Slow Burn;;0
Snow White: A Tale of Terror;2,9;;;223485;Slow West;;0
Snowpiercer;3,7;;;12405;Slumdog Millionaire;;0
Solaris;4,2;;;14662;Slums of Beverly Hills;;0
Soldier;2,7;;;95755;Small Apartments;;0
Solitary Man;2,9;;;11551;Small Soldiers;;0
Solitude;-;;;10569;Small Time Crooks;;0
Solomon and Sheba;3;;;125537;Smiling Fish & Goat On Fire;;0
Some Guy Who Kills People;3;;;9311;Smilla's Sense of Snow;;0
Some Like It Hot;4,2;;;20862;Smoke Signals;;0
Someone Like You...;2,7;;;7516;Smokin' Aces;;0
Something Borrowed;2,4;;;29920;Snabba Cash;;0
Something Wicked;2,3;;;8688;Snake Eyes;;0
Something's Gotta Give;3,2;;;326;Snakes on a Plane;;0
Somewhere;3,3;;;107;Snatch;;0
Somewhere in Time;3,5;;;134411;Snitch;;0
Sommersturm;3,2;;;14054;Snow Angels;;0
Son of God;2,6;;;15489;Snow Day;;0
Son of the Mask;1,1;;;11888;Snow Dogs;;0
Song One;2,8;;;10219;Snow Falling on Cedars;;0
Songcatcher;3,3;;;58882;Snow Flower and the Secret Fan;;0
Sorcerer;4,1;;;58595;Snow White and the Huntsman;;0
Sorority Boys;2,2;;;408;Snow White and the Seven Dwarfs;;0
Sorority Row;2,6;;;92635;Snow White: A Deadly Summer;;0
Sorstalanság;3,4;;;9092;Snow White: A Tale of Terror;;0
Soul Food;3,3;;;110415;Snowpiercer;;0
Soul Kitchen;3,5;;;9425;Soldier;;0
Soul Men;2,8;;;36691;Solitary Man;;0
Soul Plane;2,1;;;402515;Solitude;;0
Soul Surfer;2,9;;;29996;Solomon and Sheba;;0
Soul Survivors;1,8;;;80468;Some Guy Who Kills People;;0
Sound of My Voice;3,4;;;239;Some Like It Hot;;0
Source Code;3,4;;;12658;Someone Like You...;;0
South Park: Bigger, Longer & Uncut;3,7;;;49022;Something Borrowed;;0
Southland Tales;2,9;;;260947;Something Wicked;;0
Southpaw;3,4;;;6964;Something's Gotta Give;;0
Space Battleship Yamato;2,9;;;39210;Somewhere;;0
Space Chimps;1,7;;;16633;Somewhere in Time;;0
Space Cowboys;2,9;;;342;Sommersturm;;0
Space Dogs;2,5;;;235260;Son of God;;0
Space Jam;3,2;;;10214;Son of the Mask;;0
Space Pirate Captain Harlock;3;;;244783;Song One;;0
Spaceballs;3,4;;;62677;Songcatcher;;0
Spaced Invaders;3;;;38985;Sorcerer;;0
Spanglish;2,8;;;6020;Sorority Boys;;0
Sparkle;2,8;;;26688;Sorority Row;;0
Sparkler;3,1;;;41508;Sorstalanság;;0
Spawn;2,2;;;29461;Soul Food;;0
Special;3,2;;;31175;Soul Kitchen;;0
Species;2,7;;;14655;Soul Men;;0
Spectre;3,1;;;12657;Soul Plane;;0
Speed;3,6;;;43959;Soul Surfer;;0
Speed 2: Cruise Control;1,8;;;14033;Soul Survivors;;0
Speed Racer;3,3;;;86812;Sound of My Voice;;0
Speedway Junky;2,9;;;45612;Source Code;;0
Spellbound;3,7;;;9473;South Park: Bigger, Longer & Uncut;;0
Sphere;2,7;;;4723;Southland Tales;;0
Sphinx;2,5;;;307081;Southpaw;;0
Spice World;2,8;;;61984;Space Battleship Yamato;;0
Spider;3,3;;;11802;Space Chimps;;0
Spider-Man;3,7;;;5551;Space Cowboys;;0
Spider-Man;3,3;;;2300;Space Jam;;0
Spider-Man 2;3,9;;;957;Spaceballs;;0
Spirit: Stallion of the Cimarron;3,7;;;34086;Spaced Invaders;;0
Spirited Away;4,5;;;2539;Spanglish;;0
Splash;3;;;88036;Sparkle;;0
Splice;2,6;;;219716;Sparkler;;0
Split Second;3;;;10336;Spawn;;0
Spotlight;4;;;13856;Special;;0
Spring Breakers;2,8;;;9348;Species;;0
Spun;3,3;;;206647;Spectre;;0
Spy Game;3,2;;;1637;Speed;;0
Spy Hard;2,3;;;1639;Speed 2: Cruise Control;;0
Spy Kids;2,9;;;7459;Speed Racer;;0
Spy Kids 2: The Island of Lost Dreams;2,7;;;46727;Speedway Junky;;0
Spy Kids 3-D: Game Over;2,3;;;4174;Spellbound;;0
Spy Kids: All the Time in the World;1,6;;;10153;Sphere;;0
St. Trinian's;3,3;;;47890;Sphinx;;0
St. Vincent;3,3;;;6116;Spice World;;0
Stake Land;3,1;;;9613;Spider;;0
Stan Helsing;1,5;;;557;Spider-Man;;0
Stand by Me;4,1;;;558;Spider-Man 2;;0
Standard Operating Procedure;3,6;;;559;Spider-Man 3;;0
Standing Ovation;2,2;;;9023;Spirit: Stallion of the Cimarron;;0
Star Trek;3,6;;;2619;Splash;;0
Star Trek Beyond;3,3;;;37707;Splice;;0
Star Trek II: The Wrath of Khan;3,9;;;13006;Split Second;;0
Star Trek III: The Search for Spock;3,2;;;314365;Spotlight;;0
Star Trek Into Darkness;3,3;;;122081;Spring Breakers;;0
Star Trek IV: The Voyage Home;3,7;;;12079;Spun;;0
Star Trek V: The Final Frontier;2,4;;;1535;Spy Game;;0
Star Trek VI: The Undiscovered Country;3,6;;;10535;Spy Hard;;0
Star Trek: First Contact;3,6;;;10054;Spy Kids;;0
Star Trek: Generations;2,9;;;9488;Spy Kids 2: The Island of Lost Dreams;;0
Star Trek: Insurrection;2,7;;;12279;Spy Kids 3-D: Game Over;;0
Star Trek: Nemesis;2,6;;;56288;Spy Kids: All the Time in the World;;0
Star Trek: The Motion Picture;3,1;;;10748;St. Trinian's;;0
Star Wars;4,2;;;239563;St. Vincent;;0
Star Wars: Clone Wars (Volume 1);2,7;;;52015;Stake Land;;0
Star Wars: Episode I - The Phantom Menace;2,8;;;23988;Stan Helsing;;0
Star Wars: Episode II - Attack of the Clones;2,7;;;235;Stand by Me;;0
Star Wars: Episode III - Revenge of the Sith;3,6;;;8847;Standard Operating Procedure;;0
Stardust;3,6;;;55567;Standing Ovation;;0
Stargate: The Ark of Truth;3,3;;;13475;Star Trek;;0
Starship Troopers;3,7;;;188927;Star Trek Beyond;;0
Starsky & Hutch;2,8;;;154;Star Trek II: The Wrath of Khan;;0
Starsuckers;3,3;;;157;Star Trek III: The Search for Spock;;0
State Fair;3,3;;;54138;Star Trek Into Darkness;;0
State of Play;3,3;;;168;Star Trek IV: The Voyage Home;;0
Stay Alive;2,3;;;172;Star Trek V: The Final Frontier;;0
Stealing Harvard;2,3;;;174;Star Trek VI: The Undiscovered Country;;0
Stealth;2,1;;;199;Star Trek: First Contact;;0
Steamboy;3,2;;;193;Star Trek: Generations;;0
Steel;1,4;;;200;Star Trek: Insurrection;;0
Step Brothers;3,5;;;201;Star Trek: Nemesis;;0
Step Up;2,5;;;152;Star Trek: The Motion Picture;;0
Step Up 2: The Streets;2,9;;;11;Star Wars;;0
Step Up 3D;2,9;;;333355;Star Wars: Clone Wars (Volume 1);;0
Step Up Revolution;2,8;;;1893;Star Wars: Episode I - The Phantom Menace;;0
Stepmom;3,4;;;1894;Star Wars: Episode II - Attack of the Clones;;0
Steppin: The Movie;-;;;1895;Star Wars: Episode III - Revenge of the Sith;;0
Steve Jobs;3,6;;;2270;Stardust;;0
Stick It;3,5;;;13001;Stargate: The Ark of Truth;;0
Stiff Upper Lips;2,9;;;563;Starship Troopers;;0
Stigmata;2,7;;;9384;Starsky & Hutch;;0
Still Alice;3,7;;;40658;Starsuckers;;0
Stir of Echoes;3,2;;;27686;State Fair;;0
Stitches;2,8;;;16995;State of Play;;0
Stoker;3,6;;;10069;Stay Alive;;0
Stolen;2,2;;;12770;Stealing Harvard;;0
Stolen Summer;2,8;;;10048;Stealth;;0
Stomp the Yard;2,8;;;8953;Steamboy;;0
Stone;2,4;;;8854;Steel;;0
Stone Cold;3,3;;;12133;Step Brothers;;0
Stonewall;2,1;;;9762;Step Up;;0
Stop-Loss;2,8;;;8328;Step Up 2: The Streets;;0
Stories of Our Lives;3,5;;;41233;Step Up 3D;;0
Stormbreaker;2;;;85446;Step Up Revolution;;0
Straight A's;2,5;;;9441;Stepmom;;0
Straight Out of Brooklyn;3,1;;;21283;Steppin: The Movie;;0
Straight Outta Compton;3,7;;;321697;Steve Jobs;;0
Straightheads;2,4;;;10115;Stick It;;0
Strange Wilderness;2,3;;;89861;Stiff Upper Lips;;0
Stranger Than Fiction;3,5;;;10307;Stigmata;;0
Strangerland;2,6;;;284293;Still Alice;;0
Straw Dogs;3,7;;;11601;Stir of Echoes;;0
Street Fighter;2,1;;;115210;Stitches;;0
Street Fighter: The Legend of Chun-Li;1,4;;;86825;Stoker;;0
Street Kings;2,9;;;127493;Stolen;;0
Stripes;3,2;;;39541;Stolen Summer;;0
Striptease;2,1;;;1931;Stomp the Yard;;0
Stuart Little;2,8;;;44113;Stone;;0
Stuart Little 2;2,4;;;21338;Stone Cold;;0
Stuck on You;2,5;;;273899;Stonewall;;0
Stung;2,6;;;8988;Stop-Loss;;0
Subconscious;-;;;287625;Stories of Our Lives;;0
Sublime;2,5;;;9978;Stormbreaker;;0
Submarine;3,8;;;153795;Straight A's;;0
Subway;3,4;;;94072;Straight Out of Brooklyn;;0
Sucker Punch;2,7;;;277216;Straight Outta Compton;;0
Sugar Hill;3,3;;;13538;Straightheads;;0
Sugar Town;3;;;14220;Strange Wilderness;;0
Suicide Squad;2,1;;;1262;Stranger Than Fiction;;0
Summer Catch;2,3;;;245846;Strangerland;;0
Summer of Sam;3,4;;;64639;Straw Dogs;;0
Sunday School Musical;1,4;;;11667;Street Fighter;;0
Sunshine;3,6;;;15268;Street Fighter: The Legend of Chun-Li;;0
Sunshine Cleaning;3,3;;;1266;Street Kings;;0
Sunshine State;3,3;;;10890;Stripes;;0
Super;3,2;;;9879;Striptease;;0
Super 8;3,4;;;10137;Stuart Little;;0
Super Hybrid;2,3;;;10996;Stuart Little 2;;0
Super Mario Bros.;2;;;1792;Stuck on You;;0
Super Size Me;3;;;254472;Stung;;0
Super Troopers;3,3;;;322194;Subconscious;;0
Superbabies: Baby Geniuses 2;1;;;9783;Sublime;;0
Superbad;3,9;;;49020;Submarine;;0
Supercross;2,2;;;10656;Subway;;0
Superhero Movie;2,1;;;23629;Sucker Punch;;0
Superman;3,6;;;39349;Sugar Hill;;0
Superman II;3,3;;;142132;Sugar Town;;0
Superman III;2,2;;;297761;Suicide Squad;;0
Superman IV: The Quest for Peace;1,6;;;26602;Summer Catch;;0
Superman Returns;2,6;;;10279;Summer of Sam;;0
Supernova;2,1;;;60463;Sunday School Musical;;0
Superstar;2,6;;;1272;Sunshine;;0
Supporting Characters;3,2;;;13090;Sunshine Cleaning;;0
Sur le seuil;2,9;;;57022;Sunshine State;;0
Surfer, Dude;2,1;;;45132;Super;;0
Surf's Up;3,4;;;37686;Super 8;;0
Surrogates;2,6;;;69270;Super Hybrid;;0
Survival of the Dead;2,2;;;9607;Super Mario Bros.;;0
Survivor;2,3;;;9372;Super Size Me;;0
Suspect Zero;2,5;;;39939;Super Troopers;;0
Sweet Charity;3,6;;;31117;Superbabies: Baby Geniuses 2;;0
Sweet Home Alabama;2,8;;;8363;Superbad;;0
Sweet November;3;;;17186;Supercross;;0
Sweet Sweetback's Baadasssss Song;3,2;;;11918;Superhero Movie;;0
Swelter;2,1;;;1924;Superman;;0
Swept Away;3,6;;;8536;Superman II;;0
Swimfan;2,3;;;9531;Superman III;;0
Swimming Pool;3,4;;;11411;Superman IV: The Quest for Peace;;0
Swing Vote;2,4;;;1452;Superman Returns;;0
Swingers;3,6;;;10384;Supernova;;0
Switchback;2,9;;;13824;Superstar;;0
Swordfish;2,6;;;139998;Supporting Characters;;0
Sydney White;2,8;;;50538;Sur le seuil;;0
Synecdoche, New York;4,1;;;13827;Surfer, Dude;;0
Synpathy for Lady Vengeance;3,9;;;9408;Surf's Up;;0
Syriana;3,2;;;19959;Surrogates;;0
Ta Ra Rum Pum;2,9;;;29426;Survival of the Dead;;0
Tadpole;2,7;;;334074;Survivor;;0
Tae Guk Gi;3,7;;;8080;Suspect Zero;;0
Take Me Home Tonight;2,7;;;42618;Sweet Charity;;0
Take Shelter;3,8;;;11529;Sweet Home Alabama;;0
Take the Lead;3,1;;;1921;Sweet November;;0
Taken;3,4;;;5822;Sweet Sweetback's Baadasssss Song;;0
Taken 2;2,5;;;256687;Swelter;;0
Taken 3;2,3;;;12779;Swept Away;;0
Takers;2,6;;;20616;Swimfan;;0
Taking Woodstock;3;;;302;Swimming Pool;;0
Tales from the Crypt: Demon Knight;3,4;;;10187;Swing Vote;;0
Tales from the Hood;3,6;;;10218;Swingers;;0
Talk Radio;3,7;;;10871;Switchback;;0
Talladega Nights: The Ballad of Ricky Bobby;3,3;;;9705;Swordfish;;0
Tammy;2,2;;;10760;Sydney White;;0
Tangled;3,9;;;4960;Synecdoche, New York;;0
Tango & Cash;3,1;;;231;Syriana;;0
Tango, no me dejes nunca;3,4;;;14165;Ta Ra Rum Pum;;0
Tank Girl;3;;;39141;Tadpole;;0
Tanner Hall;2,6;;;50725;Take Me Home Tonight;;0
Tarnation;3,8;;;64720;Take Shelter;;0
Taxi Driver;4,2;;;12763;Take the Lead;;0
Taxi to the Dark Side;3,8;;;8681;Taken;;0
Taxman;3,1;;;82675;Taken 2;;0
Tea with Mussolini;3,2;;;260346;Taken 3;;0
Teacher's Pet;2,9;;;22907;Takers;;0
Team America: World Police;3,4;;;26320;Taking Woodstock;;0
Tears of the Sun;3;;;9059;Tales from the Crypt: Demon Knight;;0
Ted;2,9;;;25066;Tales from the Hood;;0
Ted 2;2,6;;;10132;Talk Radio;;0
Teen Wolf Too;1,9;;;9718;Talladega Nights: The Ballad of Ricky Bobby;;0
Teenage Mutant Ninja Turtles;2,3;;;226486;Tammy;;0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;2,9;;;38757;Tangled;;0
Teenage Mutant Ninja Turtles III;2,1;;;9618;Tango & Cash;;0
Teenage Mutant Ninja Turtles: Out of the Shadows;2,4;;;65749;Tango, no me dejes nunca;;0
Teeth;2,8;;;9067;Tank Girl;;0
Teeth and Blood;-;;;71866;Tanner Hall;;0
Terminator 2: Judgment Day;4,2;;;1435;Tarnation;;0
Terminator 3: Rise of the Machines;2,6;;;103;Taxi Driver;;0
Terminator Genisys;2,3;;;13362;Taxi to the Dark Side;;0
Terminator Salvation;2,5;;;224569;Taxman;;0
Texas Chainsaw 3D;2;;;10368;Tea with Mussolini;;0
Texas Rangers;2,2;;;24034;Teacher's Pet;;0
Thank You for Smoking;3,5;;;3989;Team America: World Police;;0
That Awkward Moment;2,6;;;9567;Tears of the Sun;;0
That Thing You Do!;3,6;;;72105;Ted;;0
That's My Boy;2,2;;;214756;Ted 2;;0
The 13th Warrior;3,1;;;15582;Teen Wolf Too;;0
The 33;3,5;;;98566;Teenage Mutant Ninja Turtles;;0
The 40 Year Old Virgin;3,3;;;1497;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;;0
The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;1,2;;;1499;Teenage Mutant Ninja Turtles III;;0
The 51st State;2,8;;;308531;Teenage Mutant Ninja Turtles: Out of the Shadows;;0
The 5th Quarter;2,5;;;13121;Teeth;;0
The 5th Wave;2,3;;;325123;Teeth and Blood;;0
The 6th Day;2,6;;;280;Terminator 2: Judgment Day;;0
The Abyss;3,6;;;296;Terminator 3: Rise of the Machines;;0
The Addams Family;3,6;;;87101;Terminator Genisys;;0
The Adjustment Bureau;3,1;;;534;Terminator Salvation;;0
The Adventurer: The Curse of the Midas Box;2,4;;;76617;Texas Chainsaw 3D;;0
The Adventures of Elmo in Grouchland;3,1;;;13503;Texas Rangers;;0
The Adventures of Ford Fairlane;2,8;;;9388;Thank You for Smoking;;0
The Adventures of Huck Finn;2,9;;;225565;That Awkward Moment;;0
The Adventures of Pinocchio;2;;;9591;That Thing You Do!;;0
The Adventures of Pluto Nash;1,5;;;87428;That's My Boy;;0
The Adventures of Rocky & Bullwinkle;2;;;1911;The 13th Warrior;;0
The Adventures of Sharkboy and Lavagirl;2,4;;;293646;The 33;;0
The Adventures of Tintin;3,5;;;6957;The 40 Year Old Virgin;;0
The Age of Adaline;3,3;;;38570;The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;;0
The Age of Innocence;3,7;;;1613;The 51st State;;0
The Alamo;2,6;;;59728;The 5th Quarter;;0
The Algerian;-;;;299687;The 5th Wave;;0
The Amazing Spider-Man;3,2;;;8452;The 6th Day;;0
The Amazing Spider-Man 2;2,8;;;2756;The Abyss;;0
The American;3,1;;;2907;The Addams Family;;0
The American President;3,3;;;38050;The Adjustment Bureau;;0
The Amityville Horror;2,6;;;227707;The Adventurer: The Curse of the Midas Box;;0
The Andromeda Strain;3,5;;;16112;The Adventures of Elmo in Grouchland;;0
The Angry Birds Movie;2,5;;;9548;The Adventures of Ford Fairlane;;0
The Animal;1,8;;;34723;The Adventures of Huck Finn;;0
The Ant Bully;2,2;;;18975;The Adventures of Pinocchio;;0
The Apartment;4,3;;;11692;The Adventures of Pluto Nash;;0
The Apostle;3,5;;;17711;The Adventures of Rocky & Bullwinkle;;0
The Apparition;1,5;;;14199;The Adventures of Sharkboy and Lavagirl;;0
The Art of Getting By;2,9;;;17578;The Adventures of Tintin;;0
The Art of War;2,5;;;293863;The Age of Adaline;;0
The Artist;3,7;;;10436;The Age of Innocence;;0
The Assassin;3,4;;;10733;The Alamo;;0
The Assassination of Jesse James by the Coward Robert Ford;3,9;;;357834;The Algerian;;0
The Astronaut Farmer;2,7;;;1930;The Amazing Spider-Man;;0
The Astronaut's Wife;2,5;;;102382;The Amazing Spider-Man 2;;0
The Avengers;3,7;;;27579;The American;;0
The Aviator;3,7;;;9087;The American President;;0
The Awakening;3;;;10065;The Amityville Horror;;0
The Back-Up Plan;2,6;;;10514;The Andromeda Strain;;0
The Bad Lieutenant: Port of Call - New Orleans;3,5;;;153518;The Angry Birds Movie;;0
The Bad News Bears;3,6;;;11090;The Animal;;0
The Ballad of Cable Hogue;3,6;;;9906;The Ant Bully;;0
The Ballad of Gregorio Cortez;3,8;;;284;The Apartment;;0
The Ballad of Jack and Rose;2,8;;;2895;The Apostle;;0
The Banger Sisters;2,7;;;79694;The Apparition;;0
The Bank Job;3,2;;;64678;The Art of Getting By;;0
The Barbarians;2,6;;;11398;The Art of War;;0
The Basket;3;;;74643;The Artist;;0
The Battle of Shaker Heights;2,6;;;4512;The Assassination of Jesse James by the Coward Robert Ford;;0
The Beach;3,1;;;5172;The Astronaut Farmer;;0
The Beast from 20,000 Fathoms;3,2;;;2900;The Astronaut's Wife;;0
The Beastmaster;3;;;24428;The Avengers;;0
The Beaver;3;;;2567;The Aviator;;0
The Believer;3,4;;;77949;The Awakening;;0
The Benchwarmers;2,5;;;34806;The Back-Up Plan;;0
The Best Exotic Marigold Hotel;3,3;;;11699;The Bad Lieutenant: Port of Call - New Orleans;;0
The Best Little Whorehouse in Texas;3,4;;;23479;The Bad News Bears;;0
The Best Man;3,3;;;23330;The Ballad of Cable Hogue;;0
The Best Man Holiday;3,2;;;218500;The Ballad of Gregorio Cortez;;0
The Best of Me;3;;;17113;The Ballad of Jack and Rose;;0
The Best Years of Our Lives;4,1;;;9034;The Banger Sisters;;0
The Betrayed;2,6;;;8848;The Bank Job;;0
The BFG;2,8;;;27551;The Barbarians;;0
The Big Bounce;2,2;;;52790;The Basket;;0
The Big Hit;2,8;;;21413;The Battle of Shaker Heights;;0
The Big Lebowski;4,1;;;1907;The Beach;;0
The Big Parade;3,9;;;35073;The Beast from 20,000 Fathoms;;0
The Big Short;3,8;;;16441;The Beastmaster;;0
The Big Swap;-;;;50780;The Beaver;;0
The Big Tease;2,9;;;4012;The Believer;;0
The Big Wedding;2,4;;;9957;The Benchwarmers;;0
The Big Year;2,9;;;74534;The Best Exotic Marigold Hotel;;0
The Birth of a Nation;2,3;;;16363;The Best Little Whorehouse in Texas;;0
The Black Dahlia;2,6;;;16162;The Best Man;;0
The Black Hole;2,9;;;146304;The Best Man Holiday;;0
The Black Stallion;3,6;;;239571;The Best of Me;;0
The Blair Witch Project;3,3;;;887;The Best Years of Our Lives;;0
The Blind Side;3,3;;;20055;The Betrayed;;0
The Blood of Heroes;3,1;;;267935;The BFG;;0
The Blood of My Brother: A Story of Death in Iraq;-;;;12634;The Big Bounce;;0
The Blue Bird;3,5;;;9448;The Big Hit;;0
The Blue Butterfly;2,9;;;115;The Big Lebowski;;0
The Blue Lagoon;2,6;;;3060;The Big Parade;;0
The Blues Brothers;3,9;;;318846;The Big Short;;0
The Boat That Rocked;3,5;;;162396;The Big Swap;;0
The Bodyguard;3,1;;;20468;The Big Tease;;0
The Bone Collector;3,1;;;87567;The Big Wedding;;0
The Book of Eli;3,2;;;73937;The Big Year;;0
The Book of Life;3,5;;;339408;The Birth of a Nation;;0
"The Book of Mormon Movie, Volume 1: The Journey
";2,3;;;9676;The Black Dahlia;;0
The Book Thief;3,5;;;9570;The Black Hole;;0
The Boondock Saints;3,3;;;17264;The Black Stallion;;0
The Boondock Saints II: All Saints Day;2,6;;;2667;The Blair Witch Project;;0
The Borrowers;2,8;;;22881;The Blind Side;;0
The Boss;2,4;;;21512;The Blood of Heroes;;0
The Bounty;3,4;;;38786;The Blood of My Brother: A Story of Death in Iraq;;0
The Bounty Hunter;2,4;;;60400;The Blue Bird;;0
The Bourne Identity;3,7;;;25379;The Blue Butterfly;;0
The Bourne Legacy;2,8;;;5689;The Blue Lagoon;;0
The Bourne Supremacy;3,5;;;525;The Blues Brothers;;0
The Bourne Ultimatum;3,6;;;18947;The Boat That Rocked;;0
The Box;2,6;;;619;The Bodyguard;;0
The Boxtrolls;3,2;;;9481;The Bone Collector;;0
The Boy;2,6;;;20504;The Book of Eli;;0
The Boy in the Striped Pyjamas;3,6;;;228326;The Book of Life;;0
The Boy Next Door;1,8;;;48382;The Book of Mormon Movie, Volume 1: The Journey;;0
The Boys from Brazil;3,3;;;203833;The Book Thief;;0
The Brain That Wouldn't Die;2,6;;;8374;The Boondock Saints;;0
The Brass Teapot;3;;;22821;The Boondock Saints II: All Saints Day;;0
The Brave Little Toaster;3,3;;;9449;The Borrowers;;0
The Break-Up;2,6;;;323676;The Boss;;0
The Bridge of San Luis Rey;2,4;;;2669;The Bounty;;0
The Bridge on the River Kwai;4,1;;;27573;The Bounty Hunter;;0
The Bridges of Madison County;4;;;2501;The Bourne Identity;;0
The Broadway Melody;2,2;;;49040;The Bourne Legacy;;0
The Broken Hearts Club: A Romantic Comedy;3,3;;;2502;The Bourne Supremacy;;0
The Brothers;3;;;2503;The Bourne Ultimatum;;0
The Brothers Bloom;3,4;;;22825;The Box;;0
The Brothers Grimm;2,6;;;170687;The Boxtrolls;;0
The Brothers McMullen;3;;;321258;The Boy;;0
The Brothers Solomon;2,6;;;14574;The Boy in the Striped Pyjamas;;0
The Brown Bunny;3,1;;;241251;The Boy Next Door;;0
The Bucket List;3,2;;;16241;The Boys from Brazil;;0
